Orden;Clase de orden;Ubicac.técnica;Fe.inic.extrema;Texto breve;Status usuario;Status sistema;Cl.actividad PM;Cst.tot.reales;Ce.emplazam.;Fe.inicio real;Fecha fin real;Plan mant.prev.;Pos.mantenim.;;
10029957;PM01;DAL-QN-MEZC-HG2230;14/10/2020;Realizar Servicio a Pulsador d/Encendido;EJEC;CTEC NOTI KKMP NLIQ PREC;1;12,54;CEGD;13/10/2020;13/10/2020;0;0;;
10029959;PM01;COL-P1-EDIL-A1240C;14/10/2020;Servicio y mantenimiento de reductor;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;0,00;CEGS;14/10/2020;15/10/2020;0;0;;
10029962;PM01;DAL-SV-SVAP-B9100C;14/10/2020;"Acondic. Cajereas Elect. en Caldera ""C""";EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;19,55;CEGD;14/10/2020;14/10/2020;0;0;;
10029973;PM01;DAL-QP-EMPA-CD1330;14/10/2020;Cambiar Canalon y Ajusstar Codif.;EJEC;CTEC NOTI FCAP KKMP NLIQ PREC;1;37,62;CEGD;15/10/2020;15/10/2020;0;0;;
10029976;PM01;DAL-QP-EMPA-ET1340;14/10/2020;CORREGIR FALLA EN TARJETA DE APLICADORES;EJEC;CTEC NOTI KKMP NLIQ PREC;1;37,62;CEGD;20/10/2020;20/10/2020;0;0;;
10029982;PM01;COL-AX-EDIF-ED8008;14/10/2020;Reparar alumbrado galpon llenaje;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;60,04;CEGS;14/10/2020;15/10/2020;0;0;;
10030413;PM01;DAL-QN-MEZC-NV2200A;14/10/2020;Verificar Funcionam. Valvula (VM4);PROG;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10030444;PM01;DAL-QN-RALM-NV2100B1;14/10/2020;Verificar Funcionam. valvula (Val R2-6);PROG;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10030541;PM01;DAL-QN-MEZC-NV2210B;14/10/2020;Acondicionar Valvula Sumin. Agua Calient;PROG;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029944;PM01;DAL-LD-ENVA-FL4200A;13/10/2020;Cambio de Rodamientos;EJEC;CTEC NOTI MOVM NLIQ PREC;1;18,02;CEGD;13/10/2020;13/10/2020;0;0;;
10029945;PM01;DAL-QN-EMPA-PK2510;13/10/2020;Colocar Cinta Termica;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;13/10/2020;13/10/2020;0;0;;
10029946;PM01;DAL-SV-LIMP-NV97072;13/10/2020;Restablecer Func. Automat. (val 77);EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;19,44;CEGD;13/10/2020;13/10/2020;0;0;;
10029947;PM01;DAL-QN-MEZC-PM2220B;13/10/2020;Cambiar Fusible;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;9,41;CEGD;13/10/2020;13/10/2020;0;0;;
10029949;PM01;DAL-SV-ELEC-GM9600;13/10/2020;Cambio de Filtros Generador de 1500KVA;EJEC;CTEC NOTI FMAT MOVM NLIQ PREC;1;125,37;CEGD;14/10/2020;14/10/2020;0;0;;
10029953;PM01;COL-P1-EDIL-AM1240C;13/10/2020;Motor del agitador #3 con ruido;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;139,51;CEGS;13/10/2020;15/10/2020;0;0;;
10029955;PM01;DAL-QP-EMPA-ET1340;13/10/2020;Cambio de Cuchilla;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;36,55;CEGD;13/10/2020;13/10/2020;0;0;;
10029956;PM01;DAL-QN-COAG-PLC2401;13/10/2020;Revisar Panel Tab. Aux #6;EJEC;CTEC NOTI KKMP NLIQ PREC;1;31,35;CEGD;15/10/2020;15/10/2020;0;0;;
10029960;PM01;COL-P1-SECA-M1400;13/10/2020;Instalacion y adaptacion de filtros aire;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;32,18;CEGS;13/10/2020;14/10/2020;0;0;;
10029961;PM01;COL-MQ-MENV-FL5140B;13/10/2020;Ajuste calibracion y seguimiento de oper;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;0,97;CEGS;13/10/2020;14/10/2020;0;0;;
10030216;PM01;DAL-QP-EMPA-ET1340;13/10/2020;Adaptacion de Motor en Accutek;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;18,81;CEGD;28/10/2020;28/10/2020;0;0;;
10029903;PM01;COL-P2-EVAP-HG2160;12/10/2020;Bajo nivel de aceite en el deposito homo;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;36,85;CEGS;12/10/2020;12/10/2020;0;0;;
10029951;PM01;DAL-SV-LIMP-NV97009;12/10/2020;Restaurar Funcionamiento (val.11);EJEC;CTEC NOTI KKMP NLIQ PREC;1;12,54;CEGD;15/10/2020;15/10/2020;0;0;;
10029954;PM01;DAL-QN-EMPA-CD2501;12/10/2020;Reparar Codificadora;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;13/10/2020;13/10/2020;0;0;;
10029968;PM01;DAL-QP-EMPA-Z1350;12/10/2020;Colocar Ventosas de Succion al Z-1350;EJEC;CTEC NOTP KKMP NLIQ PREC;1;177,90;CEGD;01/03/2021;;0;0;;
10029994;PM01;DAL-QP-EMPA-HN1341A;12/10/2020;Reparar resistencias al horno A;PROG;LIB. FCAP KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029995;PM01;DAL-QP-EMPA-HN1341B;12/10/2020;Reparar resistencias horno B;EJEC;CTEC NOTI FCAP KKMP NLIQ PREC;1;146,87;CEGD;09/11/2020;09/11/2020;0;0;;
10029996;PM01;DAL-QP-EMPA-HN1341C;12/10/2020;Reparar resistencias del horno C;EJEC;CTEC NOTI FCAP KKMP NLIQ PREC;1;146,87;CEGD;09/11/2020;09/11/2020;0;0;;
10029997;PM01;DAL-QP-EMPA-CYM1361A;12/10/2020;Colocar Tapa Protectora a Motor;EJEC;CTEC NOTI FCAP KKMP NLIQ PREC;1;110,15;CEGD;12/11/2020;12/11/2020;0;0;;
10030010;PM01;DAL-QP-EMPA-ET1340;12/10/2020;Reemplazo de tornillo sin fin Accutek;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;12,54;CEGD;13/10/2020;13/10/2020;0;0;;
10030343;PM01;DAL-QP-EMPA-ET1340;12/10/2020;Reparar Potenciometro del Aplicador;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;367,55;CEGD;08/04/2021;10/04/2021;0;0;;
10029778;PM02;DAL-QP-PPRE-HG1160A;11/10/2020;Mantenimiento Homogeneizador HG1160A;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;1;12,54;CEGD;17/10/2020;17/10/2020;150440;2381;;
10029796;PM02;DAL-QP-EMPA-ET1340;11/10/2020;Mantenimiento a Colocadora ET-1340;EJEC;CTEC NOTI IMPR FCAP KKMP NLIQ PREC;1;6,27;CEGD;27/10/2020;27/10/2020;150314;2161;;
10029899;PM01;COL-P1-RALM-FT1110B;11/10/2020;Desajuste de medidor (bahia);EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,20;CEGS;11/10/2020;11/10/2020;0;0;;
10029902;PM01;COL-PC-FLEX-FL3110A;11/10/2020;Limpieza de tablero eléctrico;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;19,19;CEGS;11/10/2020;11/10/2020;0;0;;
10029950;PM01;COL-P1-EDIL-A1240E;11/10/2020;Reemplazar tornilleria del agitador;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;0,12;CEGS;11/10/2020;11/10/2020;0;0;;
10029980;PM01;DAL-QN-MEZC-NV2250B;11/10/2020;Colocar Racor Valv.16;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;6,73;CEGD;16/10/2020;16/10/2020;0;0;;
10029993;PM01;DAL-QP-EMPA-BLM1310;11/10/2020;Colocar o Rotular TAG en equipo;EJEC;CTEC NOTI KKMP NLIQ PREC;1;45,77;CEGD;05/02/2021;05/02/2021;0;0;;
10023754;PM01;DAL-SV-ELEC-G9600;10/10/2020;REMPLAZAR PANEL DE CONTROL;EJEC ESPS;LIB. NOTI MACO MOVM NLIQ PREC;1;182,92;CEGD;10/10/2020;11/11/2020;0;0;;
10029461;PM02;DAL-QP-EMPA;10/10/2020;Insp motores eléctr. Empaque 1;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;3;32,22;CEGD;10/10/2020;10/10/2020;150283;2105;;
10029900;PM01;COL-AX-EDIF-ED8010;10/10/2020;Reemplazar toma corrient - MICROBIOLOGÍA;EJEC CREA;CTEC NOTP MOVM NLIQ PREC;1;15,33;CEGS;10/10/2020;;0;0;;
10029992;PM01;DAL-QP-EMPA-CYM1311;10/10/2020;Mtto a motor del transporte CYM-1311;EJEC;CTEC NOTI KKMP NLIQ PREC;1;83,37;CEGD;14/12/2020;14/12/2020;0;0;;
10029407;PM01;COL-SV-ELEC-GM9601;09/10/2020;Chequear levas del motor e inyectores;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;1.590,97;CEGS;09/10/2020;15/10/2020;0;0;;
10029713;PM02;DAL-SV-SVAP-B9100B;09/10/2020;Mantenimeinto a caldera;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;6,27;CEGD;06/10/2020;06/10/2020;150399;2331;;
10029739;PM02;DAL-QP-EMPA-Z1350;09/10/2020;Inspección y limpieza a agrupador Z-1350;EJEC;CTEC NOTP IMPR EDET KKMP NLIQ PREC;1;18,81;CEGD;25/10/2020;;150240;1959;;
10029740;PM02;DAL-QP-EMPA-CY1350A;09/10/2020;Mant. transportador de entrada Agrupador;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;12,54;CEGD;11/10/2020;11/10/2020;150240;2043;;
10029741;PM02;DAL-QP-EMPA-HN1350;09/10/2020;Inspección y limpieza encolador HN-1350;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;6,27;CEGD;11/10/2020;11/10/2020;150240;1977;;
10029886;PM01;DAL-QP-ENVA-FL1210A;09/10/2020;Colocar Correa en Llenadora;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;14,16;CEGD;12/10/2020;12/10/2020;0;0;;
10029889;PM01;DAL-QN-MEZC-EV2220;09/10/2020;Colocar Manguera faltante;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;7,32;CEGD;09/10/2020;09/10/2020;0;0;;
10029895;PM01;COL-PC-FLEX-Z3120A;09/10/2020;Sellado horizontal;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,40;CEGS;09/10/2020;09/10/2020;0;0;;
10029896;PM01;COL-PC-FLEX-Z3111A;09/10/2020;Calibracion de balanza garvens;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,40;CEGS;09/10/2020;09/10/2020;0;0;;
10029897;PM01;COL-PC-FLEX-Z3111B;09/10/2020;Calibracion dinamica de balanza garvens;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;31,99;CEGS;09/10/2020;09/10/2020;0;0;;
10029905;PM02;COL-SV-ELAB;09/10/2020;Inspección equipos de Laboratorio 1;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;19,19;CEGS;09/10/2020;09/10/2020;150151;1762;;
10029906;PM02;COL-SV-ELAB;09/10/2020;Inspección equipos de laboratorio 2;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;3;9,60;CEGS;09/10/2020;09/10/2020;150151;1763;;
10029910;PM02;COL-P1-RALM;09/10/2020;Lubricación reduc. Veloc. RALM;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;17,97;CEGS;09/10/2020;09/10/2020;150174;1831;;
10029913;PM02;COL-P1-EDIL;09/10/2020;Lubricación de máquinas descremadoras;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;31,46;CEGS;09/10/2020;09/10/2020;150198;1867;;
10029917;PM02;COL-P1-EDIL;09/10/2020;Lubric. reduct. Tanques Estandarización;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;13,48;CEGS;09/10/2020;09/10/2020;150211;1885;;
10029918;PM02;COL-PC;09/10/2020;Inspec. Balanzas PC;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;3;9,60;CEGS;09/10/2020;09/10/2020;150162;1814;;
10029938;PM02;COL-P1-SECA;09/10/2020;Lubr transportes Secado y empacado;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,74;CEGS;09/10/2020;09/10/2020;150197;1866;;
10029948;PM01;DAL-QN-COAG-Z2450A;09/10/2020;Lubricar cadena de Plataforma;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;09/10/2020;09/10/2020;0;0;;
10029952;PM01;DAL-SV-LIMP-NV97043;09/10/2020;Restaurar Func. Automatico (Val.45);EJEC;CTEC NOTI KKMP NLIQ PREC;1;12,54;CEGD;13/10/2020;13/10/2020;0;0;;
10029711;PM02;DAL-LD-STER-NV4110A6;08/10/2020;Mantenimiento válvula reguladora (V6);EJEC;CTEC NOTI EDET IMPP MACO MOVM NLIQ PREC;1;9,41;CEGD;22/10/2020;22/10/2020;150456;2409;;
10029873;PM01;DAL-LD;08/10/2020;Normalizar conexion electrica UHT;EJEC;CTEC NOTI EDET FMAT MOVM NLIQ PREC;1;43,89;CEGD;14/10/2020;14/10/2020;0;0;;
10029874;PM01;DAL-LD;08/10/2020;Cambio de Correa;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;21,45;CEGD;14/10/2020;14/10/2020;0;0;;
10029876;PM01;DAL-QP-PPRE-PM1141;08/10/2020;CONECTAR CABLE BOMBA PULMON A COCINA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;13,18;CEGD;08/10/2020;08/10/2020;0;0;;
10029877;PM01;DAL-QP-PPRE-FD1150B;08/10/2020;REVISAR VALVULA DE MANIFOLD;EJEC;CTEC NOTI KKMP NLIQ PREC;1;9,41;CEGD;08/10/2020;08/10/2020;0;0;;
10029878;PM01;COL-AX-AUTO-X8006;08/10/2020;Completar nivel de aceite-Montacargas 6;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;12,16;CEGS;08/10/2020;15/10/2020;0;0;;
10029880;PM01;COL-P1-EVAP-PM1350A2;08/10/2020;Sonido en el motor ruido anormal;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;25,36;CEGS;08/10/2020;09/10/2020;0;0;;
10029883;PM01;DAL-QP-PPRE-FD1150B;08/10/2020;CAMBIAR SELECTOR FUNDIDORA DE 500 Lb;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;08/10/2020;08/10/2020;0;0;;
10029884;PM01;DAL-QP-EMPA-Z1300;08/10/2020;Destapar Boquillas Tunel de Enfriamiento;EJEC;CTEC NOTI KKMP NLIQ PREC;1;9,41;CEGD;08/10/2020;08/10/2020;0;0;;
10029887;PM01;DAL-SV-STAP-PM9500;08/10/2020;REMPLAZAR SUPERVISOR TRIFASICO;EJEC;CTEC NOTI MOVM NLIQ PREC;1;73,44;CEGD;10/10/2020;10/10/2020;0;0;;
10029890;PM01;COL-PC-FLEX-FL3110B;08/10/2020;Falla en PLC Fabrima B;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;89,91;CEGS;08/10/2020;09/10/2020;0;0;;
10029891;PM01;COL-PC-FLEX-Z3111B;08/10/2020;Calibracion Garvens B;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;3,20;CEGS;08/10/2020;08/10/2020;0;0;;
10029892;PM01;COL-PC-FLEX-CY3112B2;08/10/2020;Desmontar correa para limpieza humeda;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEGS;08/10/2020;08/10/2020;0;0;;
10029893;PM01;COL-PC-FLEX-Z3111A;08/10/2020;Cadena fuera de piñon;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,40;CEGS;08/10/2020;08/10/2020;0;0;;
10029894;PM01;COL-AX-EPOR-EP8004;08/10/2020;Reparar y ajustar maquina de coser;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,40;CEGS;08/10/2020;09/10/2020;0;0;;
10029901;PM01;COL-P1-RALM;08/10/2020;Rosca aislada manifor;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;6,04;CEGS;08/10/2020;09/10/2020;0;0;;
10029408;PM01;COL-SV-SREF-KM9400B;07/10/2020;Corto circuito en bobinado de calentamie;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;191,93;CEGS;20/09/2020;20/09/2020;0;0;;
10029715;PM02;DAL-LD-ENVA-FL4200A;07/10/2020;Mantenimiento a llenadora A (UHT);EJEC;CTEC NOTP IMPR KKMP NLIQ PREC;1;36,71;CEGD;02/11/2020;;150403;2335;;
10029727;PM02;DAL-QP-ENVA-TP1220;07/10/2020;Limpieza e inspección a tapadora TP-1220;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;6,27;CEGD;09/10/2020;09/10/2020;150158;1800;;
10029866;PM01;DAL-OP-DULC;07/10/2020;Reorganización de tablero Enfriador 2;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;96,49;CEGD;07/12/2020;07/12/2020;0;0;;
10029869;PM01;DAL-QN-EMPA-Z2511;07/10/2020;Destapar tuberia de drenaje;EJEC;CTEC NOTI FMAT MOVM NLIQ PREC;1;25,23;CEGD;07/10/2020;07/10/2020;0;0;;
10029872;PM01;DAL-SV-ELEC-GM9600;07/10/2020;Corregir Fuga Aceite Generador 1500Kva;PROG;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029875;PM01;COL-P1-EVAP-P1350A2;07/10/2020;Bomba efecto 1 y 2;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;6,61;CEGS;07/10/2020;07/10/2020;0;0;;
10029881;PM01;COL-PC-FLEX-HP3100A;07/10/2020;Tolva de vaciado;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;12,07;CEGS;07/10/2020;08/10/2020;0;0;;
10029882;PM01;DAL-QN-COAG-PK2460;07/10/2020;Reemplazar Sello Cordon de Silicon;EMAT;LIB. EDET FMAT NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029885;PM01;DAL-SV-SREF-BL9480E;07/10/2020;Reemplazo de correa UMA Envasado;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;07/10/2020;07/10/2020;0;0;;
10029922;PM02;COL-P1-EDIL;07/10/2020;Insp. tanques Estandarización;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;3;15,63;CEGS;07/10/2020;07/10/2020;150213;1887;;
10029923;PM02;COL-P1-EDIL;07/10/2020;Inspección tanques Dilución;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;3;15,63;CEGS;07/10/2020;07/10/2020;150214;1888;;
10029926;PM02;COL-SV-STAP-M9510;07/10/2020;Insp. filtro tanque agua potable M-9510;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;3;0,00;CEGS;07/10/2020;07/10/2020;150221;1897;;
10029805;PM01;COL-AX-AUTO-X8007;06/10/2020;Presenta falla-Montacargas # 7;EJEC CREA;CTEC NOTI EDET MACO MOVM NLIQ PREC;1;114,01;CEGS;06/10/2020;15/10/2020;0;0;;
10029806;PM01;DAL-SV-ELAB-LB9909;06/10/2020;REVISION Y SERVICIO A TERMOBALANZA;PROG;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029859;PM01;COL-PC-FLEX-FL3110A;06/10/2020;Reemplazar racor de sellado vertical;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;3,55;CEGS;06/10/2020;06/10/2020;0;0;;
10029860;PM01;DAL-SV-STAP;06/10/2020;ACTIVIDADES EN PLANTA DE AGUA;EJEC;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029862;PM01;COL-AX-EDIF-ED8002;06/10/2020;Reparar porton principal averiado;EJEC CREA;CTEC NOTI NLIQ PREC;1;4,03;CEGS;06/10/2020;06/10/2020;0;0;;
10029863;PM01;DAL-QP-ENVA-FL1210A;06/10/2020;CAMBIAR SENSOR ESTRELLA DE ENTRADA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;37,62;CEGD;07/10/2020;07/10/2020;0;0;;
10029867;PM01;COL-PC-FLEX-FL3110A;06/10/2020;Reemplazar racor dañado;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;3,20;CEGS;06/10/2020;06/10/2020;0;0;;
10029868;PM01;DAL-SV-LIMP-CY9730;06/10/2020;REPARACION CINTA TRANSP.LAVADORA CESTAS;ESPS;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029870;PM01;DAL-QP-EMPA-HN1341C;06/10/2020;Reemplazar Borneras en el Horno C;EJEC;CTEC NOTI KKMP NLIQ PREC;1;9,41;CEGD;07/10/2020;07/10/2020;0;0;;
10029879;PM01;COL-PC-FLEX-FL3110B;06/10/2020;Servicio a mordaza horizontal F.B;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;12,79;CEGS;06/10/2020;06/10/2020;0;0;;
10029898;PM01;COL-SV-SVAP;06/10/2020;Corregir fugas de vapor planta;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;1,74;CEGS;06/10/2020;08/10/2020;0;0;;
10030011;PM01;DAL-QN-COAG-Q2440A;06/10/2020;Corregir fuga d/vapor Tina Terminadora 1;EJEC;CTEC NOTI KKMP NLIQ PREC;1;28,22;CEGD;19/10/2020;19/10/2020;0;0;;
10029746;PM02;DAL-QP-EMPA-HN1370;05/10/2020;Inspección a horno de retracción HN-1370;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;3,14;CEGD;11/10/2020;11/10/2020;150351;1784;;
10029747;PM02;DAL-QP-EMPA-CY1370;05/10/2020;Insp. a transportador (Horno retracción);EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;3,14;CEGD;10/10/2020;10/10/2020;150351;1979;;
10029761;PM01;DAL-SV-ACOM-KM9300B;05/10/2020;INSTALAR SUPERVISOR TRIFASICO;EJEC;CTEC NOTI FMAT MOVM NLIQ PREC;1;32,98;CEGD;20/10/2020;20/10/2020;0;0;;
10029766;PM01;DAL-SV-ELEC-GM9600;05/10/2020;Completar Aceite Generador de 1500 KVA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;20,34;CEGD;05/09/2020;05/09/2020;0;0;;
10029767;PM01;COL-AX;05/10/2020;Fabricar herramienta para colocar abraza;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;7,31;CEGS;05/10/2020;09/10/2020;0;0;;
10029768;PM01;COL-SV-ACOM-K9300B;05/10/2020;Rotura de enfriador de aceite;EJEC CREA;CTEC NOTI EDET MOVM NLIQ PREC;1;68,87;CEGS;05/10/2020;13/10/2020;0;0;;
10029769;PM01;DAL-QP-ENVA-CY1221;05/10/2020;Rectificar/Cambiar Eje Transporte CY1221;EJEC;CTEC NOTI KKMP NLIQ PREC;1;220,31;CEGD;29/11/2020;29/11/2020;0;0;;
10029773;PM01;DAL-QP-EMPA-ET1340;05/10/2020;REEMPLAZO DE RODAMIENTOS;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;37,35;CEGD;07/10/2020;07/10/2020;0;0;;
10029774;PM01;DAL-QP-ENVA;05/10/2020;REALIZAR INSTALACION ELECTRICA;EJEC;CTEC NOTP EDET MACO MOVM NLIQ PREC;1;37,72;CEGD;02/10/2020;;0;0;;
10029775;PM01;DAL-QP-PPRE-ML1120A;05/10/2020;Organizar/Canalizar Cableado de Molino;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10029861;PM01;COL-P1-EVAP-E1350A;05/10/2020;No alcanza el vacio de operacion normal;EJEC CREA;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEGS;05/10/2020;05/10/2020;0;0;;
10029864;PM01;DAL-QN-MEZC-HG2230;05/10/2020;REMPLAZAR SELLO DE LOS EMBOLOS;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;11,30;CEGD;01/12/2020;01/12/2020;0;0;;
10029937;PM02;COL-P1-SECA;05/10/2020;Lubr área Evaporación / Secado P1;EJEC CREA;CTEC NOTI MACO MOVM NLIQ PREC;1;36,09;CEGS;05/10/2020;05/10/2020;150195;1860;;
10029742;PM02;DAL-QP-PPRE;04/10/2020;Inspección a fundidoras;EJEC;CTEC NOTI IMPR EDET FCAP KKMP NLIQ PREC;3;25,08;CEGD;11/10/2020;11/10/2020;150244;1963;;
10029743;PM02;DAL-QP-PPRE;04/10/2020;Inspección Conjunto Motor-Extractor;EJEC;CTEC NOTI IMPR EDET FCAP KKMP NLIQ PREC;1;3,14;CEGD;29/10/2020;29/10/2020;150244;2405;;
10029765;PM01;PAR-MS-EMPA-FL1310C;04/10/2020;FRENO DE FILM NO ACTUA;EMAT;LIB. NOTP EDET FMAT NLIQ PREC;1;0,00;CEPF;09/10/2020;;0;0;;
10029771;PM01;DAL-QN-EMPA-PK2510;03/10/2020;Cambio de Resistencia;EJEC;CTEC NOTI KKMP NLIQ PREC;1;15,68;CEGD;06/10/2020;06/10/2020;0;0;;
10025139;PM01;DAL-SV-SREF;02/10/2020;REMPLAZAR VALVULAS DE EXPANSION;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;284,21;CEGD;02/10/2020;02/10/2020;0;0;;
10028276;PM01;COL-P1-EDIL;02/10/2020;Fabricar soporte y corregir fugas tina;PROG CREA;CTEC NOTP MOVM NLIQ PREC;1;40,74;CEGS;03/06/2020;;0;0;;
10029505;PM01;DAL-SV-LIMP-NV9700A1;02/10/2020;Restituir funcionamiento automatico;EJEC;CTEC NOTI KKMP NLIQ PREC;1;12,54;CEGD;02/10/2020;02/10/2020;0;0;;
10029762;PM01;DAL-SV-ELEC-GM9600;02/10/2020;Cambio de filtro gasoil 2020;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;5,97;CEGD;03/10/2020;03/10/2020;0;0;;
10029763;PM01;DAL-LD-ENVA-FL4200A;02/10/2020;Ajuste Sensor de baño peroxido;EJEC;CTEC NOTI KKMP NLIQ PREC;1;6,27;CEGD;12/10/2020;12/10/2020;0;0;;
10029991;PM01;DAL-QN-PAST-PSV2300B;02/10/2020;Reemplazo de Llave de paso;EJEC;CTEC NOTI FMAT NLIQ PREC;1;680,90;CEGD;26/08/2021;26/08/2021;0;0;;
10028045;PM01;DAL-OP-DULC-A3310B1;01/10/2020;REVISAR FUNCIONAMIENTO DEL AGITADOR;EJEC;CTEC NOTI KKMP NLIQ PREC;1;9,41;CEGD;01/10/2020;01/10/2020;0;0;;
10029695;PM01;COL-PC-FLEX-CY3120A3;01/10/2020;Eje de chumacera doblado;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;39,12;CEGS;01/10/2020;01/10/2020;0;0;;
10029698;PM01;DAL-SV-SREF;01/10/2020;INYECTAR GLICOL A LA LINEA -5;EJEC OPPX;CTEC NOTI MACO MOVM NLIQ PREC;1;297,33;CEGD;06/01/2021;06/01/2021;0;0;;
10029712;PM02;DAL-LD-STER;01/10/2020;Mantenimiento área Esterilización;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;6,27;CEGD;01/10/2020;01/10/2020;150457;2410;;
10029752;PM01;COL-P1-EVAP;01/10/2020;Tuberia para destapar evaporador;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;8,04;CEGS;01/10/2020;01/10/2020;0;0;;
